Frame,Scale,a_length (Å),b_length (Å),c_length (Å),D3s_Energy,D3_Energy
0,0.75000,11.532314805,8.16291045,18.495078915,-2.25107787266125,nan
1,0.80000,12.301135792,8.70710448,19.728084176,-1.965285427384498,nan
2,0.85000,13.069956779,9.25129851,20.961089437,-1.7169945847720405,nan
3,0.90000,13.838777766,9.79549254,22.194094698,-1.5025622020494862,nan
4,0.95000,14.607598753,10.33968657,23.427099959,-1.321690057643118,nan
5,1.00000,15.37641974,10.8838806,24.66010522,-1.1731520360496022,nan
6,1.05000,16.145240727,11.42807463,25.893110481,-1.0565629979726867,-1.0325777763490511
7,1.10000,16.914061714,11.97226866,27.126115742,-0.9823930782160677,-0.9395018223448323
8,1.15000,17.682882701,12.51646269,28.359121003,-0.9799607954336195,-0.8733596136452855
9,1.20000,18.451703688,13.06065672,29.592126264,-1.0889422037250005,-0.849364579031805
10,1.25000,19.220524675,13.60485075,30.825131525,-1.3217743223451388,-0.8321648889094921
11,1.30000,19.989345662,14.14904478,32.058136786,-1.6536075181503118,-0.9399025912730589
12,1.35000,20.758166649,14.69323881,33.291142047,-1.9426988785468084,-1.3905177818105385
13,1.40000,21.526987636,15.23743284,34.524147308,-2.072260555284138,-2.230836690261527
14,1.45000,22.295808623,15.78162687,35.757152569,-2.0456870049177898,-2.959882849476656
15,1.50000,23.06462961,16.3258209,36.99015783,-1.919349356646316,-3.0845311843123313
16,1.55000,23.833450597,16.87001493,38.223163091,-1.743561723854129,-2.8721159006354156
17,1.60000,24.602271584,17.41420896,39.456168352,-1.550655255665998,-2.5578318709318646
18,1.65000,25.371092571,17.95840299,40.689173613,-1.3592494279646865,-2.2339515442881486
19,1.70000,26.139913558,18.50259702,41.922178874,-1.1794113702455025,-1.930629560636361
20,1.75000,26.908734545,19.04679105,43.155184135,-1.016066687191034,-1.6576630790460345
21,1.80000,27.677555532,19.59098508,44.388189396,-0.8710518260112436,-1.4173654204495292
22,1.85000,28.446376519,20.13517911,45.621194657,-0.7443665428165507,-1.2088205385521993
23,1.90000,29.215197506,20.67937314,46.854199918,-0.6349648816117467,-1.0296136243956246
24,1.95000,29.984018493,21.22356717,48.087205179,-0.5412640679537368,-0.8766854876036901
25,2.00000,30.75283948,21.7677612,49.32021044,-0.4614691850573037,-0.746805622118583
26,2.05000,31.521660467,22.31195523,50.553215701,-0.39377293373717404,-0.6368411064948631
27,2.10000,32.290481454,22.85614926,51.786220962,-0.33647043288108547,-0.543901591530147
28,2.15000,33.059302441,23.40034329,53.019226223,-0.28801754165369886,-0.4654059831694476
29,2.20000,33.828123428,23.94453732,54.252231484,-0.24705313017253655,-0.39910044197055006
30,2.25000,34.596944415,24.48873135,55.485236745,-0.21239961250664036,-0.3430477212996751
31,2.30000,35.365765402,25.03292538,56.718242006,-0.183051410784231,-0.2956012052652238
32,2.35000,36.134586389,25.57711941,57.951247267,-0.15815760402268275,-0.2553722329825459
33,2.40000,36.903407376,26.12131344,59.184252528,-0.13700260874663955,-0.2211959424856092
34,2.45000,37.672228363,26.66550747,60.417257789,-0.11898711404284328,-0.19209860008158308
