Frame,Scale,a_length (Å),b_length (Å),c_length (Å),D3s_Energy,D3_Energy
0,0.75000,9.777562515,6.6508208175,6.22390347,-0.29496055389890236,nan
1,0.80000,10.429400016,7.094208872,6.638830368,-0.26425771036237283,nan
2,0.85000,11.081237517,7.5375969265,7.053757266,-0.23768282473287278,nan
3,0.90000,11.733075018,7.980984981,7.468684164,-0.2170000400129788,nan
4,0.95000,12.384912519,8.4243730355,7.883611062,-0.2055332496250242,-0.18130969158523158
5,1.00000,13.03675002,8.86776109,8.29853796,-0.21261291845388852,-0.1648232008652385
6,1.05000,13.688587521,9.3111491445,8.713464858,-0.2590582686207081,-0.1542798109259477
7,1.10000,14.340425022,9.754537199,9.128391756,-0.35993295757937366,-0.16596154754760897
8,1.15000,14.992262522999999,10.1979252535,9.543318654,-0.47707305799921096,-0.28284262641161995
9,1.20000,15.644100024,10.641313308,9.958245552,-0.5444333551756121,-0.5761066008494112
10,1.25000,16.295937525,11.0847013625,10.37317245,-0.5488796829612621,-0.8220234092813342
11,1.30000,16.947775026000002,11.528089417,10.788099348,-0.5134358777432735,-0.8523206939927823
12,1.35000,17.599612526999998,11.9714774715,11.203026246,-0.45949005527106224,-0.7760977223316271
13,1.40000,18.251450028,12.414865526,11.617953144,-0.3999351170450709,-0.6740876778088127
14,1.45000,18.903287529,12.8582535805,12.032880042,-0.34174516344075,-0.5734562144664277
15,1.50000,19.55512503,13.301641635,12.44780694,-0.28841120747539184,-0.48219088568321666
16,1.55000,20.206962531000002,13.7450296895,12.862733838,-0.24140026665413358,-0.4025439163780571
17,1.60000,20.858800032,14.188417744,13.277660736,-0.20101481216170722,-0.3346087700957243
18,1.65000,21.510637533,14.6318057985,13.692587634,-0.16692002632331357,-0.277530638449519
19,1.70000,22.162475034,15.075193853,14.107514532,-0.13847180026383227,-0.23005704618609263
20,1.75000,22.814312535,15.5185819075,14.52244143,-0.11491561605087211,-0.19083004784418814
21,1.80000,23.466150036,15.961969962,14.937368328,-0.09550001010170849,-0.15854330396033503
22,1.85000,24.117987537,16.4053580165,15.352295226,-0.07953489019847329,-0.13201892709381519
23,1.90000,24.769825038,16.848746071,15.767222124,-0.06641597494170333,-0.11023632256097848
24,1.95000,25.421662539,17.2921341255,16.182149022,-0.0556297770843843,-0.09233380592666546
25,2.00000,26.07350004,17.73552218,16.59707592,-0.04674840800279373,-0.07759626472871284
26,2.05000,26.725337541,18.1789102345,17.012002818,-0.03941983370201919,-0.06543692890438409
27,2.10000,27.377175042,18.622298289,17.426929716,-0.03335678504789984,-0.055377831406163085
28,2.15000,28.029012543,19.0656863435,17.841856614,-0.0283260004201282,-0.047031332389267606
29,2.20000,28.680850044,19.509074398,18.256783512,-0.02413857304606988,-0.04008375972851835
30,2.25000,29.332687545,19.9524624525,18.67171041,-0.020641667189511624,-0.03428147750994587
31,2.30000,29.984525045999998,20.395850507,19.086637308,-0.017711602135303088,-0.029419310563996118
32,2.35000,30.636362547,20.8392385615,19.501564206,-0.01524817899617325,-0.025331078772263774
33,2.40000,31.288200048,21.282626616,19.916491104,-0.013170079660547397,-0.021881936358766743
34,2.45000,31.940037549,21.7260146705,20.331418002,-0.011411162132153096,-0.018962212580383553
