Frame,Scale,a_length (Å),b_length (Å),c_length (Å),D3s_Energy,D3_Energy
0,0.75000,7.5901890825,7.10966487,7.964311035,nan,nan
1,0.80000,8.096201687999999,7.583642528,8.495265104,nan,nan
2,0.85000,8.6022142935,8.057620186,9.026219173000001,nan,nan
3,0.90000,9.108226899,8.531597844,9.557173242000001,-1.1765795284813005,nan
4,0.95000,9.614239504499999,9.005575502000001,10.088127311,-1.0390603064419752,nan
5,1.00000,10.12025211,9.47955316,10.619081379999999,-0.9220153247591611,nan
6,1.05000,10.6262647155,9.953530818,11.150035449,-0.8227875599571074,nan
7,1.10000,11.132277321,10.427508476000002,11.680989518,-0.7391132871448436,nan
8,1.15000,11.638289926499999,10.901486133999999,12.211943587,-0.669630140367832,-0.659703351063685
9,1.20000,12.144302532,11.375463792,12.742897656,-0.6154520269810105,-0.5962213782428658
10,1.25000,12.6503151375,11.849441449999999,13.273851725,-0.5839746776312804,-0.5419278975652014
11,1.30000,13.156327743,12.323419108,13.804805794,-0.5911822074377022,-0.4996056917589089
12,1.35000,13.6623403485,12.797396766,14.335759863,-0.6549414181587891,-0.4679983408328289
13,1.40000,14.168352954,13.271374424,14.866713932,-0.784030599746947,-0.4573379988216487
14,1.45000,14.6743655595,13.745352082,15.397668001,-0.9576196464513315,-0.5054906504928023
15,1.50000,15.180378165,14.21932974,15.92862207,-1.1234351728301561,-0.7159279659967708
16,1.55000,15.686390770500001,14.693307398,16.459576139,-1.2306441175788092,-1.1264964517222926
17,1.60000,16.192403375999998,15.167285056,16.990530208,-1.261728767530909,-1.5862786184498634
18,1.65000,16.6984159815,15.641262714,17.521484277000003,-1.2288816449433226,-1.8776192751256162
19,1.70000,17.204428587,16.115240372,18.052438346000002,-1.1550971252452467,-1.9016073686663963
20,1.75000,17.7104411925,16.58921803,18.583392415000002,-1.0604282431563212,-1.7759010935191184
21,1.80000,18.216453798,17.063195688,19.114346484000002,-0.958200841616903,-1.6035720117191816
22,1.85000,18.7224664035,17.537173346,19.645300553,-0.8563376551917503,-1.4257797961521277
23,1.90000,19.228479008999997,18.011151004000002,20.176254622,-0.7592823320674075,-1.2570730243544856
24,1.95000,19.734491614499998,18.485128662,20.707208690999998,-0.6693582920384553,-1.1025430337690096
25,2.00000,20.24050422,18.95910632,21.238162759999998,-0.5876046929209939,-0.963651663596049
26,2.05000,20.7465168255,19.433083978000003,21.769116828999998,-0.5142809902620843,-0.8402989607989849
27,2.10000,21.252529431,19.907061636,22.300070898,-0.4491772765087918,-0.7316566007239879
28,2.15000,21.7585420365,20.381039294,22.831024967,-0.3918107111308725,-0.6365547505400778
29,2.20000,22.264554642,20.855016952000003,23.361979036,-0.34155281999410003,-0.5536852312396651
30,2.25000,22.7705672475,21.328994610000002,23.892933105,-0.2977128021080328,-0.4817174412349362
31,2.30000,23.276579852999998,21.802972267999998,24.423887174,-0.2595915578732303,-0.41936662537827263
32,2.35000,23.782592458499998,22.276949925999997,24.954841243,-0.22651562155923666,-0.36543309725388895
33,2.40000,24.288605064,22.750927584,25.485795312,-0.19785713114381473,-0.3188225957739919
34,2.45000,24.7946176695,23.224905242,26.016749381,-0.17304415325408828,-0.27855414532030787
