Frame,Scale,a_length (Å),b_length (Å),c_length (Å),D3s_Energy,D3_Energy
0,0.75000,5.2137311175,3.0101486925,2.0682607500000003,-0.012213054522691969,-0.007948380351677737
1,0.80000,5.561313192,3.210825272,2.2061447999999997,-0.011456387903189116,-0.007405665102731961
2,0.85000,5.9088952665,3.4115018514999997,2.34402885,-0.01074268782028784,-0.006906802289882048
3,0.90000,6.256477341,3.612178431,2.4819128999999998,-0.01016188351170699,-0.006481676518371919
4,0.95000,6.6040594155,3.8128550105,2.6197969499999996,-0.00978125274589386,-0.006140054520718127
5,1.00000,6.95164149,4.0135315899999995,2.757681,-0.009696452316971178,-0.005881245004410137
6,1.05000,7.2992235645,4.214208169499999,2.89556505,-0.010087755481643278,-0.00571993632534717
7,1.10000,7.646805639,4.4148847490000005,3.0334490999999995,-0.011238620119787924,-0.005764756417701509
8,1.15000,7.9943877135,4.6155613285,3.1713331499999997,-0.013329157770912196,-0.006396484038875416
9,1.20000,8.341969788,4.816237908,3.3092172000000004,-0.015913782557387905,-0.009122629666050059
10,1.25000,8.6895518625,5.0169144875,3.4471012500000002,-0.01800995795023469,-0.019077650050247433
11,1.30000,9.037133937,5.217591067,3.5849853000000005,-0.01904018602606787,-0.029199418533587443
12,1.35000,9.3847160115,5.4182676465,3.72286935,-0.019063304159880112,-0.031711377491653765
13,1.40000,9.732298086,5.618944226,3.8607534,-0.01836658896167649,-0.030794170071515487
14,1.45000,10.0798801605,5.8196208055,3.9986374499999995,-0.017214113139258965,-0.02871062586405529
15,1.50000,10.427462235,6.020297385,4.136521500000001,-0.015799446876966532,-0.02618557837312461
16,1.55000,10.7750443095,6.2209739645,4.274405550000001,-0.014260139800905873,-0.0235106461941068
17,1.60000,11.122626384,6.421650544,4.412289599999999,-0.012695015552844267,-0.020844639641333394
18,1.65000,11.4702084585,6.622327123500001,4.5501736500000005,-0.011174497092377243,-0.018289683046469656
19,1.70000,11.817790533,6.8230037029999995,4.6880577,-0.009746320987005602,-0.015912329317837755
20,1.75000,12.1653726075,7.023680282500001,4.82594175,-0.008439542846017369,-0.013751554855309964
21,1.80000,12.512954682,7.224356862,4.9638257999999995,-0.007268250759297143,-0.011824327454879878
22,1.85000,12.8605367565,7.4250334415,5.101709850000001,-0.006235265653832667,-0.010131004014699175
23,1.90000,13.208118831,7.625710021,5.239593899999999,-0.005335613975797533,-0.008660503493892736
24,1.95000,13.5557009055,7.8263866005,5.377477950000001,-0.004559498889931379,-0.007394799485961228
25,2.00000,13.90328298,8.027063179999999,5.515362,-0.0038946192436178344,-0.006312444380553976
26,2.05000,14.2508650545,8.2277397595,5.65324605,-0.003327828331089686,-0.005391083101173421
27,2.10000,14.598447129,8.428416338999998,5.7911301,-0.0028462196680068405,-0.0046090815539038925
28,2.15000,14.9460292035,8.6290929185,5.92901415,-0.0024377666635020997,-0.003946465564419419
29,2.20000,15.293611278,8.829769498000001,6.066898199999999,-0.0020916434763984426,-0.0033853693377990136
30,2.25000,15.6411933525,9.030446077499999,6.204782249999999,-0.001798334668858177,-0.0029101618536397514
31,2.30000,15.988775427,9.231122657,6.342666299999999,-0.0015496154705574878,-0.0025073787627975823
32,2.35000,16.3363575015,9.4317992365,6.480550350000001,-0.001338460227412028,-0.0021655490125395372
33,2.40000,16.683939576,9.632475816,6.618434400000001,-0.0011589170365201762,-0.001874974609819086
34,2.45000,17.0315216505,9.833152395499999,6.756318449999999,-0.0010059721550935079,-0.0016274993689842513
