Frame,Scale,a_length (Å),b_length (Å),c_length (Å),D3s_Energy,D3_Energy
0,0.75000,5.90598552,3.4837839600000002,13.3818915225,-1.0756330467466735,nan
1,0.80000,6.299717888,3.716036224,14.274017624,-0.9598726935532917,nan
2,0.85000,6.693450256,3.948288488,15.1661437255,-0.8552755647706435,nan
3,0.90000,7.087182624,4.180540752,16.058269827,-0.7624797949112287,nan
4,0.95000,7.480914992000001,4.412793016,16.9503959285,-0.6824143450026887,nan
5,1.00000,7.874647360000001,4.64504528,17.84252203,-0.6160447653971485,nan
6,1.05000,8.268379728000001,4.877297543999999,18.7346481315,-0.5656121524771194,-0.5553303980615226
7,1.10000,8.662112096,5.109549808000001,19.626774233000003,-0.5412274200330351,-0.5189035529148623
8,1.15000,9.055844464,5.341802072,20.5189003345,-0.5582686843026072,-0.5256158451170527
9,1.20000,9.449576832,5.574054336,21.411026436,-0.5986059954950422,-0.5045439744629459
10,1.25000,9.8433092,5.8063066,22.303152537499997,-0.6903571556973505,-0.4919773887179908
11,1.30000,10.237041568,6.038558864,23.195278639,-0.8381494197649676,-0.5275608937483012
12,1.35000,10.630773936,6.270811128,24.0874047405,-0.9810464978660212,-0.7021313255026935
13,1.40000,11.024506303999999,6.503063392,24.979530842,-1.0542432878448869,-1.0655326509890992
14,1.45000,11.418238672000001,6.735315655999999,25.8716569435,-1.0497586462850281,-1.425629005096279
15,1.50000,11.81197104,6.9675679200000005,26.763783045,-0.9931073141051574,-1.5020117901722723
16,1.55000,12.205703408,7.199820183999999,27.655909146499997,-0.9093588927173639,-1.4063828629412813
17,1.60000,12.599435776,7.432072448,28.548035248,-0.8149629991499472,-1.2609583233049095
18,1.65000,12.993168144,7.664324711999999,29.440161349500002,-0.7195826446140742,-1.1090149646706435
19,1.70000,13.386900512,7.896576976,30.332287451,-0.6286360309073485,-0.9648219865153146
20,1.75000,13.78063288,8.128829240000002,31.2244135525,-0.5449665292136163,-0.8334568292599169
21,1.80000,14.174365248,8.361081504,32.116539654,-0.4698362255294458,-0.7165192762073882
22,1.85000,14.568097616000001,8.593333768,33.008665755500004,-0.40353179142742657,-0.6140196422029632
23,1.90000,14.961829984000001,8.825586032,33.900791857,-0.345752640617155,-0.5251628222289413
24,1.95000,15.355562352,9.057838296,34.7929179585,-0.2958678323931415,-0.4487516167028854
25,2.00000,15.749294720000002,9.29009056,35.68504406,-0.25308666103852456,-0.38342349012111576
26,2.05000,16.143027088,9.522342824,36.5771701615,-0.21656921370054033,-0.3277953474187331
27,2.10000,16.536759456000002,9.754595087999999,37.469296263,-0.18549454894513934,-0.28054956928885433
28,2.15000,16.930491824,9.986847352,38.361422364499994,-0.1590994072948824,-0.24048064649299522
29,2.20000,17.324224192,10.219099616000001,39.253548466000005,-0.13669710222033418,-0.20651566498719115
30,2.25000,17.717956559999998,10.45135188,40.1456745675,-0.11768368046527727,-0.17771816911090899
31,2.30000,18.111688928,10.683604144,41.037800669,-0.10153638794459977,-0.15328216117952836
32,2.35000,18.505421295999998,10.915856408,41.929926770499996,-0.08780787900511286,-0.13252085546239192
33,2.40000,18.899153664,11.148108672,42.822052872,-0.07611841522879645,-0.11485319530605813
34,2.45000,19.292886032,11.380360935999999,43.7141789735,-0.06614745013708573,-0.09978998524081889
