Frame,Scale,a_length (Å),b_length (Å),c_length (Å),D3s_Energy,D3_Energy
0,0.75000,5.71893723,6.0785734875,5.5550944425,-0.32026379045582315,nan
1,0.80000,6.100199712,6.483811719999999,5.925434072,-0.29197658715526753,-0.28851868473311004
2,0.85000,6.481462194,6.8890499525,6.2957737015,-0.26518303200044874,-0.26133139804048877
3,0.90000,6.862724676,7.294288185,6.666113331,-0.24111904821685592,-0.2365288921871565
4,0.95000,7.243987158,7.6995264174999996,7.0364529605,-0.22126898973719825,-0.21444231132292033
5,1.00000,7.62524964,8.10476465,7.40679259,-0.20909766091401982,-0.19738336707548712
6,1.05000,8.006512122,8.5100028825,7.7771322195,-0.2093792249464694,-0.19047502387333493
7,1.10000,8.387774604,8.915241115,8.147471849,-0.22265413724378685,-0.2001648535168724
8,1.15000,8.769037085999999,9.320479347500001,8.5178114785,-0.24572290036709285,-0.20829906887386251
9,1.20000,9.150299568,9.72571758,8.888151108,-0.2797281030848298,-0.2262487494347061
10,1.25000,9.53156205,10.1309558125,9.2584907375,-0.3152030539200535,-0.27302125041662106
11,1.30000,9.912824532,10.536194044999998,9.628830367,-0.33181067688050514,-0.3313966199788135
12,1.35000,10.294087014,10.9414322775,9.9991699965,-0.32662577025099115,-0.39685734268266576
13,1.40000,10.675349495999999,11.346670510000001,10.369509626,-0.3073885149310389,-0.4080199196492005
14,1.45000,11.056611978,11.7519087425,10.7398492555,-0.28109280434147305,-0.3790321618462773
15,1.50000,11.43787446,12.157146975,11.110188885,-0.2520640849214061,-0.3393889947872968
16,1.55000,11.819136942,12.5623852075,11.4805285145,-0.22280568911556006,-0.29870253863995544
17,1.60000,12.200399424,12.967623439999999,11.850868144,-0.19477044144043063,-0.260046618345821
18,1.65000,12.581661905999999,13.372861672500001,12.2212077735,-0.16878652329835428,-0.22459789272177766
19,1.70000,12.962924388,13.778099905,12.591547403,-0.14528130341961604,-0.1928119948839116
20,1.75000,13.34418687,14.1833381375,12.9618870325,-0.12441144012946381,-0.1647799438821827
21,1.80000,13.725449352,14.58857637,13.332226662,-0.10615043775952164,-0.14037685870444896
22,1.85000,14.106711834,14.993814602499999,13.7025662915,-0.09035372138139772,-0.11934801132716708
23,1.90000,14.487974316,15.399052834999999,14.072905921,-0.07680818097796567,-0.10136841674702601
24,1.95000,14.869236798,15.804291067500001,14.4432455505,-0.06526882442990986,-0.0860855233116975
25,2.00000,15.25049928,16.2095293,14.81358518,-0.05548435997979603,-0.0731485271059769
26,2.05000,15.631761762,16.6147675325,15.1839248095,-0.04721367567134769,-0.06222688111882009
27,2.10000,16.013024244,17.020005765,15.554264439,-0.04023531628000486,-0.05302052410243766
28,2.15000,16.394286726,17.4252439975,15.9246040685,-0.03435194397368706,-0.04526420195067457
29,2.20000,16.775549208,17.83048223,16.294943698,-0.029391462065149823,-0.03872789463496218
30,2.25000,17.15681169,18.235720462499998,16.6652833275,-0.025206098153244785,-0.033214904972951216
31,2.30000,17.538074171999998,18.640958695000002,17.035622957,-0.02167037413449003,-0.028558720614366994
32,2.35000,17.919336654000002,19.046196927500002,17.4059625865,-0.018678583031701557,-0.024619387710205082
33,2.40000,18.300599136,19.45143516,17.776302216,-0.0161421596063815,-0.02127985190079246
34,2.45000,18.681861618000003,19.8566733925,18.1466418455,-0.01398716747717747,-0.018442523253267874
