Frame,Scale,a_length,CN_cat,CN_an,D3s_Energy,D3_Energy
0,0.7,5.9091123770000005,1.091117412863051,6.533435714791092,-0.13170382899079758,-0.12634472326174176
1,0.75,6.3311918325,1.0390237022073254,6.085058312807599,-0.11897569709015969,-0.11401402183221329
2,0.8,6.7532712880000005,1.009422934924243,5.629160624915025,-0.1076840113655086,-0.10296602346744846
3,0.85,7.1753507435,0.9734036950860643,4.944345356540934,-0.09857505346340582,-0.09339391239659539
4,0.9,7.597430199000001,0.903165324209301,4.049771458882007,-0.09240900879846473,-0.08516479922619433
5,0.95,8.0195096545,0.7730502107707687,3.098459342066273,-0.09096435521007117,-0.07804201292439684
6,1.0,8.44158911,0.587329527999748,2.1888636937000268,-0.0988313520549003,-0.07200438842740663
7,1.05,8.863668565500001,0.39442792294756723,1.4162137720592924,-0.1220054546082084,-0.06781345341834141
8,1.1,9.285748021000002,0.24290875680742838,0.8590582527918921,-0.15481209209290078,-0.07680823299271818
9,1.15,9.7078274765,0.144050186943234,0.5077417131552521,-0.178381765046219,-0.13885115430075937
10,1.2,10.129906932,0.08528283529410352,0.30137964008759865,-0.18298817942029696,-0.24008239628924205
11,1.25,10.551986387500001,0.05140866798995356,0.18265910396697865,-0.1729213256276274,-0.2783558369843314
12,1.3,10.974065843000002,0.031825732021624115,0.11383236553734373,-0.1553463124135676,-0.26428597372832013
13,1.35,11.396145298500002,0.020288820210099194,0.07307736488698241,-0.1352006187745865,-0.23183893611173595
14,1.4,11.818224754000001,0.013317190519492199,0.04829767255270023,-0.11524207057569087,-0.1973326914316297
15,1.45,12.240304209500001,0.008987731509885894,0.032807939038421906,-0.09686248789067031,-0.165427601868989
16,1.5,12.662383665,0.006225450077356408,0.02285960486968738,-0.08065862835746812,-0.1374460724978309
17,1.55,13.0844631205,0.004417023339804138,0.016304357254766845,-0.06677291637103668,-0.11359365086274344
18,1.6,13.506542576000001,0.003204098443406563,0.011880435732847661,-0.05509957469557709,-0.09362151051792816
19,1.65,13.9286220315,0.0023720900845658364,0.008828097881721373,-0.045411841986985044,-0.0770936081276983
20,1.7000000000000002,14.350701487000002,0.001789370409103898,0.006678679507767065,-0.03743905463268649,-0.0635186288917508
21,1.75,14.7727809425,0.0013733169529666826,0.005136345646680403,-0.03091062450007347,-0.05241854877139843
22,1.8,15.194860398000001,0.0010709275902483159,0.004010270901762919,-0.025578547521370388,-0.04336169997322184
23,1.85,15.616939853500002,0.0008475008425491326,0.0031748482890261074,-0.021226704019171865,-0.03597521311530084
24,1.9,16.039019309,0.0006798794879191808,0.002545823554228914,-0.017672616226106212,-0.02994599846236937
25,1.9500000000000002,16.461098764500004,0.0005523323814566984,0.0020656775722528273,-0.01476531952514926,-0.025015973444367373
26,2.0,16.88317822,0.00045399385983825,0.001694493569025894,-0.012381553234083055,-0.02097493504710261
27,2.05,17.3052576755,0.00037724140888724866,0.0014041433821781765,-0.010421506868327652,-0.017652963624186137
28,2.1,17.727337131000002,0.0003166494340210876,0.0011745208745135849,-0.008804752927627972,-0.014913306094993799
29,2.1500000000000004,18.149416586500003,0.0002683032240890609,0.0009910609889696976,-0.00746664332074529,-0.012646138530921388
30,2.2,18.571496042000003,0.00022934200002846418,0.0008430800545695015,-0.006355252665194065,-0.010763309501561354
31,2.25,18.9935754975,0.00019765003225116014,0.0007226491733163732,-0.00542885392094835,-0.009194016879348092
32,2.3,19.415654953,0.00017164492988678025,0.0006238189009618645,-0.004653868696039303,-0.00788130738002104
33,2.35,19.8377344085,0.00015013062274928983,0.0005420787464436224,-0.004003220799421292,-0.006779270279926549
34,2.4000000000000004,20.259813864000005,0.0001321940009373303,0.00047397575630065645,-0.0034550224957476294,-0.005850801376873016
35,2.45,20.681893319500002,0.00011713139661357477,0.0004168422518037711,-0.002991530253150864,-0.0050658274996425515
36,2.5,21.103972775000003,0.00010439571315494086,0.00036859936206758983,-0.0025983162390272605,-0.0043998989579557436
37,2.55,21.5260522305,9.355800478532382e-05,0.00032761379042716744,-0.0022636112702557826,-0.0038330739560751
38,2.6,21.948131686000004,8.427928024645968e-05,0.00029259237145997996,-0.001977783421108644,-0.0033490337557359664
39,2.6500000000000004,22.370211141500004,7.628961520785864e-05,0.0002625037303773848,-0.0017329237186946662,-0.0029343798373603954
40,2.7,22.792290597000004,6.937254081892378e-05,0.0002365195681716436,-0.0015225163039376132,-0.0025780745189200116
41,2.75,23.2143700525,6.335327671054102e-05,0.00021397028948883827,-0.0013411752326728946,-0.0022709946993549213
42,2.8,23.636449508000002,5.808979017300155e-05,0.00019431120421523494,-0.0011844339088797585,-0.0020055749108970353
43,2.85,24.058528963500002,5.346595054909838e-05,0.00017709658922345056,-0.001048576154720816,-0.001775520999655748
44,2.9000000000000004,24.480608419000006,4.938624948072589e-05,0.00016195963954182733,-0.0009305002871312467,-0.0015755797800660136
45,2.95,24.902687874500003,4.5771700407483435e-05,0.00014859686575807124,-0.0008276094217418746,-0.0014013531569863418
