Frame,Scale,a_length,CN_cat,CN_an,D3s_Energy,D3_Energy
0,0.7,2.57201392,1.063954194127,1.457286996988134,-0.010139422508696922,-0.0101400853573307
1,0.75,2.7557291999999998,1.0272546522456842,1.2266991037095378,-0.00962198365665944,-0.009626015451214661
2,0.8,2.93944448,1.0122703361480005,1.1038502885109014,-0.008952166946067973,-0.008952004211998921
3,0.85,3.1231597599999996,1.0044760790635312,1.0470553989926041,-0.00822596741130863,-0.0082236888105315
4,0.9,3.30687504,0.996696520981233,1.0175592738730272,-0.007507457373443909,-0.0075039580976783374
5,0.95,3.4905903199999995,0.9817120490045257,0.9925726539641249,-0.0068396176981192006,-0.00683452968293984
6,1.0,3.6743056,0.9481535657246759,0.9541445547586812,-0.0062478682952666256,-0.006239553228474337
7,1.05,3.85802088,0.8796864153288382,0.883168757825012,-0.005744038627948077,-0.005729523948492356
8,1.1,4.04173616,0.7626898777774284,0.764810146183267,-0.005331780844181316,-0.005309326831703092
9,1.15,4.22545144,0.6034315178840268,0.6047763811301066,-0.0050095610596024905,-0.004991196500454672
10,1.2,4.40916672,0.4341881083745397,0.4350724967181253,-0.0047509922310095916,-0.0047595675154736665
11,1.25,4.5928819999999995,0.2902262840253044,0.29082673704314893,-0.004505619043081471,-0.004529166656865981
12,1.3,4.77659728,0.1861507661973441,0.18657017026817527,-0.004252251622919142,-0.00427490456263261
13,1.35,4.96031256,0.11784228612099618,0.11814273279315514,-0.003991228145492615,-0.0040101642317900595
14,1.4,5.14402784,0.07499795236195733,0.07521810839453938,-0.003723131969119884,-0.00373904744233285
15,1.45,5.327743119999999,0.048469556038721384,0.04863419185048579,-0.0034476765485127185,-0.0034613796242107682
16,1.5,5.5114583999999995,0.03195737553539564,0.03208277079230207,-0.003165836175517219,-0.0031778378742984455
17,1.55,5.69517368,0.02152989871049901,0.02162700419788116,-0.0028805532890548513,-0.002891149913695528
18,1.6,5.87888896,0.014820921034923286,0.014897260400534138,-0.0025964185123280334,-0.0026057890105930636
19,1.65,6.06260424,0.01041656309385494,0.010477406183888073,-0.0023188791527415146,-0.0023271460283923527
20,1.7000000000000002,6.24631952,0.007466076126265273,0.007515180005093464,-0.002053341658073483,-0.0020606037807215406
21,1.75,6.4300348,0.005450409127476448,0.0054904962123599205,-0.0018044177897916821,-0.001810766018165762
22,1.8,6.61375008,0.004047454729863308,0.004080527456879761,-0.0015754546649087888,-0.0015809777456670736
23,1.85,6.79746536,0.00305365923634957,0.003081210958170552,-0.001368376508274493,-0.001373161947187019
24,1.9,6.981180639999999,0.002338014878877683,0.0023611736217779324,-0.001183779677618158,-0.0011879124416287858
25,1.9500000000000002,7.16489592,0.001814685796212807,0.0018343137988235468,-0.0010211822340139,-0.0010247429106703522
26,2.0,7.3486112,0.00142645986929887,0.001443223516060911,-0.000879331472422965,-0.0008823946952809865
27,2.05,7.532326479999999,0.0011345761858617283,0.0011489958124409584,-0.0007564991803756477,-0.0007591326200789536
28,2.1,7.71604176,0.0009123657037182862,0.0009248515203269129,-0.0006507261846780876,-0.0006529901242508994
29,2.1500000000000004,7.899757040000001,0.0007412096600683191,0.0007520879712914294,-0.0005600035116809032,-0.0005619508972830253
30,2.2,8.08347232,0.000607929759611136,0.0006174623158430564,-0.0004823935707501506,-0.00048407039363953527
31,2.25,8.2671876,0.0005030770046058527,0.0005114754342099695,-0.00041610231070401884,-0.0004175481871153758
32,2.3,8.45090288,0.00041979329390270465,0.00042722997281844526,-0.00035951512384226487,-0.0003607639683294805
33,2.35,8.63461816,0.00035304352508630125,0.00035965983935296806,-0.00031120806050282415,-0.0003122887795154554
34,2.4000000000000004,8.818333440000002,0.00029909077268624887,0.00030500345422131543,-0.00026994353575182883,-0.0002708806949431893
35,2.45,9.00204872,0.00025513310474524134,0.00026043912987179193,-0.0002346572136202944,-0.0002354716526091546
36,2.5,9.185763999999999,0.00021904927150082865,0.00022382967788986313,-0.00020444061834939845,-0.0002051500007102387
37,2.55,9.369479279999998,0.00018921862521133814,0.0001935415080823548,-0.00017852238293374593,-0.00017914167827040106
38,2.6,9.55319456,0.00016439224258844724,0.00016831512316583326,-0.00015624987484856237,-0.00015679177523890262
39,2.6500000000000004,9.736909840000001,0.00014359975697198185,0.00014717146719741542,-0.0001370721481141447,-0.0001375474241439923
40,2.7,9.92062512,0.00012608135776898282,0.00012934354957105172,-0.00012052466205571968,-0.00012094246496731261
41,2.75,10.1043404,0.00011123770499933867,0.00011422606619223289,-0.00010621589577567287,-0.00010658401256715266
42,2.8,10.28805568,9.859271831378324e-05,0.00010133795777050141,-9.381580823239594e-05,-9.414087628512105e-05
43,2.85,10.47177096,8.776570223547852e-05,9.02943524829523e-05,-8.304599985073255e-05,-8.333368710636304e-05
44,2.9000000000000004,10.65548624,7.845030047506446e-05,8.078537495963262e-05,-7.367139037490759e-05,-7.392654640542837e-05
45,2.95,10.83920152,7.039848674986478e-05,7.256002077104108e-05,-6.549321770767976e-05,-6.572000032015437e-05
