Frame,Scale,a_length,CN_cat,CN_an,D3s_Energy,D3_Energy
0,0.7,2.858399005,6.464032054113893,6.464032054113892,-0.018690056793319303,-0.01867240193595763
1,0.75,3.0625703625000003,6.229829713254988,6.229829713254988,-0.018543611992580464,-0.018519804757709327
2,0.8,3.2667417200000006,6.099419432469139,6.09941943246914,-0.01833347953414252,-0.018305433494873524
3,0.85,3.4709130775,6.023108292831448,6.0231082928314486,-0.018048454345214952,-0.01801770507146988
4,0.9,3.6750844350000005,5.938695944889278,5.938695944889279,-0.017683595805466485,-0.01764962682584014
5,0.95,3.8792557925,5.7753233141664,5.775323314166401,-0.017242461589175875,-0.017201072118233088
6,1.0,4.08342715,5.441801283759453,5.441801283759453,-0.016741258471118303,-0.016678759797319233
7,1.05,4.2875985075,4.858772088990154,4.858772088990154,-0.016222851792147133,-0.016093384207474516
8,1.1,4.491769865000001,4.035428246680958,4.035428246680958,-0.015819351983205922,-0.015455339179827134
9,1.15,4.6959412225,3.09449263264541,3.0944926326454096,-0.01596487886350227,-0.014771539215667817
10,1.2,4.90011258,2.199313859462911,2.199313859462911,-0.017769178414500857,-0.014045515225706774
11,1.25,5.1042839375,1.4708741782480022,1.4708741782480022,-0.0225942868728675,-0.013316082735180442
12,1.3,5.308455295000001,0.9479795991456442,0.9479795991456442,-0.030023783479655695,-0.013806656582681008
13,1.35,5.512626652500001,0.6029739411790863,0.6029739411790863,-0.037399965291287765,-0.026873026431680797
14,1.4,5.71679801,0.3851446152542269,0.3851446152542269,-0.04128366629135713,-0.054348377451886656
15,1.45,5.920969367500001,0.24957791284426042,0.24957791284426042,-0.04143592063025254,-0.06383369572276881
16,1.5,6.1251407250000005,0.16489568811219096,0.16489568811219096,-0.03936549496640931,-0.06180836391928246
17,1.55,6.3293120825,0.11128428675962572,0.11128428675962573,-0.036223622604202727,-0.0563795854749504
18,1.6,6.533483440000001,0.07672571625263643,0.07672571625263643,-0.03267197950641526,-0.050176830029460724
19,1.65,6.7376547975,0.05400327282909181,0.05400327282909181,-0.02907540982717267,-0.04407341117463094
20,1.7000000000000002,6.941826155000001,0.03876064603748018,0.03876064603748018,-0.02563103661019082,-0.03839627249898125
21,1.75,7.145997512500001,0.028334186726264917,0.028334186726264917,-0.022439799707268282,-0.03326649156400036
22,1.8,7.350168870000001,0.02106825663344505,0.02106825663344505,-0.019546545020572757,-0.02871312509065379
23,1.85,7.554340227500001,0.015915243901468895,0.01591524390146889,-0.01696319590479811,-0.024720040165290266
24,1.9,7.758511585,0.012200158852176547,0.012200158852176547,-0.014682478679838771,-0.021248650505538928
25,1.9500000000000002,7.962682942500002,0.009480305678872708,0.009480305678872708,-0.012686235274919556,-0.018250149538554934
26,2.0,8.1668543,0.007460332923876252,0.007460332923876251,-0.010950583916942157,-0.015672445330244915
27,2.05,8.3710256575,0.005939955638617142,0.005939955638617142,-0.009449199261608315,-0.013464158038576892
28,2.1,8.575197015,0.004781243601082962,0.004781243601082962,-0.008155419761737864,-0.011576882910520626
29,2.1500000000000004,8.779368372500002,0.0038878144318277128,0.003887814431827713,-0.007043581029428305,-0.009966381351751203
30,2.2,8.983539730000002,0.0031913872782005728,0.003191387278200573,-0.006089813894676984,-0.008593090706511555
31,2.25,9.1877110875,0.0026429598475625283,0.0026429598475625283,-0.0052724651465858715,-0.0074221996315437634
32,2.3,9.391882445,0.0022069343462370328,0.0022069343462370328,-0.004572255576975409,-0.00642345440851003
33,2.35,9.596053802500002,0.0018571522702972478,0.0018571522702972478,-0.003972262287687674,-0.005570810359062841
34,2.4000000000000004,9.800225160000002,0.0015741823819916381,0.0015741823819916383,-0.0034577911267115492,-0.0048420070990469345
35,2.45,10.004396517500002,0.0013434425747893067,0.0013434425747893067,-0.003016187650350666,-0.00421812042105725
36,2.5,10.208567875,0.0011538837823327295,0.0011538837823327295,-0.002636620592244532,-0.0036831244006433417
37,2.55,10.4127392325,0.0009970573563708022,0.0009970573563708022,-0.002309860396592721,-0.00322348342020148
38,2.6,10.616910590000002,0.0008664471285743815,0.0008664471285743815,-0.002028066768881568,-0.0028277841127609038
39,2.6500000000000004,10.821081947500002,0.0007569861925005436,0.0007569861925005436,-0.001784593041907553,-0.002486410791983709
40,2.7,11.025253305000001,0.0006647039590906993,0.0006647039590906993,-0.001573810971491544,-0.002191263912205597
41,2.75,11.229424662500001,0.0005864660088202532,0.0005864660088202532,-0.0013909568844772007,-0.0019355187883941328
42,2.8,11.43359602,0.0005197806759343891,0.0005197806759343893,-0.0012319984799677186,-0.0017134206461443626
43,2.85,11.637767377500001,0.0004626540575026456,0.0004626540575026456,-0.0010935206958865174,-0.0015201116538307302
44,2.9000000000000004,11.841938735000003,0.00041348046696187453,0.0004134804669618746,-0.0009726286437539948,-0.0013514856204099417
45,2.95,12.046110092500001,0.0003709590456575104,0.00037095904565751035,-0.0008668655044417708,-0.0012040663246851008
