Frame,Scale,a_length,CN_cat,CN_an,D3s_Energy,D3_Energy
0,0.7,3.033565269,2.9988530243322877,2.9988530243322877,-0.0098944573590141,-0.008329409566901733
1,0.75,3.2502485025,2.9943768501227974,2.9943768501227974,-0.009858877395745468,-0.0082917106044585
2,0.8,3.4669317360000003,2.977498335927549,2.977498335927549,-0.009827309961939817,-0.008235757347043283
3,0.85,3.6836149695,2.9244970001255983,2.9244970001255983,-0.009844730589593896,-0.00815488622583399
4,0.9,3.900298203,2.7856579366911176,2.7856579366911176,-0.010042197907479775,-0.008041012977475576
5,0.95,4.1169814365,2.4908254295191803,2.4908254295191803,-0.010784662329845675,-0.007884871952336328
6,1.0,4.33366467,2.0100096335809603,2.0100096335809603,-0.013027135494109266,-0.007676849555071587
7,1.05,4.5503479035000005,1.4344700089566866,1.4344700089566866,-0.018372112818401065,-0.007427397223645626
8,1.1,4.767031137000001,0.9232063767882827,0.9232063767882827,-0.026533464252142085,-0.008189901944404348
9,1.15,4.9837143704999995,0.5603123970080016,0.5603123970080016,-0.03359771281762605,-0.025398348004109065
10,1.2,5.200397604,0.33420579523936533,0.33420579523936533,-0.036982209592103105,-0.058449920184634935
11,1.25,5.4170808375,0.20105106127763261,0.20105106127763261,-0.037082950046659444,-0.06690380517159916
12,1.3,5.633764071000001,0.1235650998055613,0.1235650998055613,-0.03509836977442479,-0.06409552996742857
13,1.35,5.8504473045,0.07798168525883305,0.07798168525883305,-0.03199049399803869,-0.058105510269931035
14,1.4,6.067130538,0.05059172956222466,0.05059172956222466,-0.0283967820651108,-0.05125677207314643
15,1.45,6.2838137715,0.0337156343295046,0.0337156343295046,-0.024722618681356466,-0.04441455044896838
16,1.5,6.500497005,0.023045163276968542,0.023045163276968542,-0.021216506239755906,-0.0379910000217824
17,1.55,6.7171802385,0.016126456486198617,0.016126456486198617,-0.018017796503462122,-0.03219125330346625
18,1.6,6.9338634720000005,0.011532173686453748,0.011532173686453748,-0.01518978376445692,-0.027097175229353003
19,1.65,7.1505467055,0.008412687340065342,0.008412687340065342,-0.012745101852731982,-0.022712067845852592
20,1.7000000000000002,7.367229939000001,0.006250332393124417,0.006250332393124417,-0.010665424283496969,-0.01899194505473405
21,1.75,7.5839131725,0.004722483301098902,0.004722483301098902,-0.008915949520478776,-0.015868266836071315
22,1.8,7.800596406,0.0036236870978072445,0.0036236870978072445,-0.007455239112202796,-0.013263481744177113
23,1.85,8.0172796395,0.0028204211517624807,0.0028204211517624807,-0.006241312364349368,-0.01110069307920158
24,1.9,8.233962873,0.002224239663528563,0.002224239663528563,-0.005235017735608906,-0.009308970961412557
25,1.9500000000000002,8.4506461065,0.0017755017096760238,0.0017755017096760238,-0.004401595355255329,-0.007825736976731355
26,2.0,8.66732934,0.0014333143258053547,0.0014333143258053547,-0.0037111365518031018,-0.006597354693506877
27,2.05,8.8840125735,0.001169199139162391,0.001169199139162391,-0.0031384310004656663,-0.005578727108787254
28,2.1,9.100695807000001,0.000963032634220489,0.000963032634220489,-0.002662515760868179,-0.004732418899395565
29,2.1500000000000004,9.317379040500002,0.0008004000221730052,0.0008004000221730052,-0.002266113483925689,-0.004027613138826353
30,2.2,9.534062274000002,0.0006708431678907772,0.0006708431678907772,-0.0019350631364135657,-0.003439072938234404
31,2.25,9.7507455075,0.0005666831987045598,0.0005666831987045598,-0.0016577946516631308,-0.002946191807395992
32,2.3,9.967428740999999,0.00048221819340997496,0.00048221819340997496,-0.0014248686017099559,-0.0025321658623815523
33,2.35,10.1841119745,0.000413169233959321,0.000413169233959321,-0.0012285853764795655,-0.0021832933136410153
34,2.4000000000000004,10.400795208000002,0.00035629316918035477,0.00035629316918035477,-0.0010626599956822856,-0.001888392858768588
35,2.45,10.617478441500001,0.00030910873361550265,0.00030910873361550265,-0.0009219550568058208,-0.0016383267730563015
36,2.5,10.834161675,0.0002697006863569693,0.0002697006863569693,-0.0008022632820581252,-0.00142561299588703
37,2.55,11.0508449085,0.00023657827227448538,0.00023657827227448538,-0.0007001313965072763,-0.0012441111987167635
38,2.6,11.267528142000002,0.0002085719214120601,0.0002085719214120601,-0.0006127179269802916,-0.0010887694685233536
39,2.6500000000000004,11.484211375500001,0.0001847571450506852,0.0001847571450506852,-0.0005376785643996154,-0.0009554201871586597
40,2.7,11.700894609,0.00016439796646253968,0.00016439796646253968,-0.0004730737808812315,-0.0008406155962863154
41,2.75,11.9175778425,0.00014690451472848786,0.00014690451472848786,-0.0004172943448915016,-0.0007414952574444423
42,2.8,12.134261076,0.00013180097878369093,0.00013180097878369093,-0.00036900119946281734,-0.0006556790944807644
43,2.85,12.3509443095,0.00011870120435710164,0.00011870120435710164,-0.0003270768564142267,-0.000581180939109091
44,2.9000000000000004,12.567627543000002,0.00010728997485464514,0.00010728997485464514,-0.00029058602436603774,-0.0005163385110539041
45,2.95,12.784310776500002,9.730855198478002e-05,9.730855198478002e-05,-0.0002587436462107965,-0.0004597565823685328
