Frame,Scale,a_length,CN_cat,CN_an,D3s_Energy,D3_Energy
0,0.7,2.8120671459999995,6.061130397534697,6.061130397534697,-0.01717297987171945,-0.017142886186464618
1,0.75,3.0129290849999997,6.0144334942501345,6.0144334942501345,-0.01703953928117106,-0.017007619181496472
2,0.8,3.213791024,5.963165186261656,5.963165186261655,-0.01685389280440528,-0.01681987584484912
3,0.85,3.4146529629999995,5.846813546832868,5.846813546832869,-0.01661112234754803,-0.016571674014633907
4,0.9,3.6155149019999997,5.573212860928645,5.573212860928644,-0.01631612863866983,-0.016259732538716574
5,0.95,3.8163768409999994,5.045346818725063,5.045346818725063,-0.016001855563327855,-0.015886589097134744
6,1.0,4.01723878,4.258849318055673,4.258849318055672,-0.015818693719613523,-0.015460259401473778
7,1.05,4.218100719,3.3339867192442116,3.3339867192442116,-0.01641035866517452,-0.0150528247352059
8,1.1,4.418962658,2.4168019967807446,2.4168019967807446,-0.019185854350077983,-0.015542486868033362
9,1.15,4.619824596999999,1.6272469017375482,1.6272469017375482,-0.02530874971909976,-0.017013770734990052
10,1.2,4.820686535999999,1.036978921394859,1.036978921394859,-0.035127984433607706,-0.017847860288937006
11,1.25,5.0215484749999995,0.6435195007071173,0.6435195007071173,-0.04630884887358756,-0.030692148335286003
12,1.3,5.222410414,0.39853922767631894,0.39853922767631894,-0.053526769196747696,-0.06922657714058751
13,1.35,5.423272353,0.2501144896357886,0.2501144896357886,-0.05561147206945548,-0.08629192550685746
14,1.4,5.624134291999999,0.16028188648012737,0.16028188648012737,-0.05436753226687131,-0.08623095164913537
15,1.45,5.824996230999999,0.10519283732486626,0.10519283732486626,-0.05129380546465118,-0.08076547529897182
16,1.5,6.025858169999999,0.07073476922210814,0.07073476922210814,-0.04728574633771723,-0.07359587603527357
17,1.55,6.2267201089999995,0.04869478875294636,0.04869478875294636,-0.042877199624672846,-0.06598422414628763
18,1.6,6.427582048,0.03427354238134391,0.03427354238134391,-0.038397787094164595,-0.05848616759333058
19,1.65,6.628443986999999,0.024626614682755815,0.024626614682755815,-0.034053314330138564,-0.05139043698441153
20,1.7000000000000002,6.829305926,0.018036598818986165,0.01803659881898616,-0.029968767598504843,-0.04485102436321118
21,1.75,7.030167864999999,0.013445335690569552,0.013445335690569552,-0.02621407578191859,-0.03893979377309542
22,1.8,7.231029803999999,0.010187355461958683,0.010187355461958683,-0.022821194495454764,-0.03367490523763331
23,1.85,7.4318917429999996,0.007835695119801278,0.007835695119801277,-0.01979612985113195,-0.029039561901969747
24,1.9,7.632753681999999,0.006111121032421555,0.006111121032421556,-0.017127640664434004,-0.024995333227625288
25,1.9500000000000002,7.833615621,0.004827670593342121,0.004827670593342121,-0.014793614779301727,-0.0214917060864582
26,2.0,8.03447756,0.0038593615239034275,0.0038593615239034275,-0.012765747834994099,-0.01847281179673045
27,2.05,8.235339498999998,0.003119463632591192,0.003119463632591192,-0.011012933827056426,-0.01588201231880035
28,2.1,8.436201438,0.002547362271549165,0.002547362271549165,-0.009503648290752686,-0.013664873141799165
29,2.1500000000000004,8.637063377,0.0021000914229335047,0.002100091422933505,-0.00820753748707368,-0.011770939572253704
30,2.2,8.837925316,0.001746788428927812,0.001746788428927812,-0.007096392454644001,-0.01015464930345169
31,2.25,9.038787254999999,0.0014650067400708202,0.0014650067400708202,-0.006144663685348148,-0.008775646136106109
32,2.3,9.239649193999998,0.0012382287450608505,0.0012382287450608505,-0.005329649607045219,-0.007598701064776954
33,2.35,9.440511133,0.0010541652281182863,0.0010541652281182863,-0.0046314675624364475,-0.006593395635947531
34,2.4000000000000004,9.641373072,0.0009035776964440479,0.0009035776964440479,-0.0040328911751142515,-0.005733678843800686
35,2.45,9.842235011,0.0007794528895995008,0.0007794528895995008,-0.0035191152615788247,-0.0049973734621917565
36,2.5,10.043096949999999,0.0006764174969632071,0.0006764174969632071,-0.0030774903753447887,-0.0043656805412982105
37,2.55,10.243958888999998,0.0005903186701698111,0.000590318670169811,-0.0026972541978657174,-0.0038227109947656145
38,2.6,10.444820828,0.0005179202670585566,0.0005179202670585567,-0.0023692760852652064,-0.0033550594879614495
39,2.6500000000000004,10.645682767,0.00045668074979240736,0.00045668074979240736,-0.0020858235024744463,-0.0029514268188340943
40,2.7,10.846544706,0.0004045892822777021,0.0004045892822777021,-0.001840354076457787,-0.0026022913866736324
41,2.75,11.047406644999999,0.000360043711866313,0.000360043711866313,-0.0016273338795332322,-0.0022996271236457293
42,2.8,11.248268583999998,0.0003217589720794321,0.0003217589720794321,-0.0014420807377928614,-0.0020366636195270262
43,2.85,11.449130523,0.00028869777453814123,0.00028869777453814123,-0.001280630410710875,-0.0018076835237354225
44,2.9000000000000004,11.649992462,0.0002600177686539238,0.0002600177686539238,-0.001139623090809135,-0.0016078522612819567
45,2.95,11.850854401,0.00023503096514338235,0.00023503096514338235,-0.0010162076089939597,-0.001433075385453834
