Frame,Scale,a_length,CN_cat,CN_an,D3s_Energy,D3_Energy
0,0.7,4.80536014,6.841538296842788,6.276101271010955,-0.12315524167386661,-0.11724435355299659
1,0.75,5.14860015,6.3523996138424925,5.5370253688701805,-0.11292358749374608,-0.10711816986825176
2,0.8,5.491840160000001,6.070490784901592,5.123386202588161,-0.10276850896628745,-0.09742839796627482
3,0.85,5.83508017,5.781509135930258,4.7291542247197045,-0.09364127682248591,-0.08860388441481419
4,0.9,6.17832018,5.3233691352390675,4.153884296451329,-0.08623101541319336,-0.0808341778446686
5,0.95,6.52156019,4.6311424700899995,3.3767975623416597,-0.081380542022774,-0.0740979015077188
6,1.0,6.8648002,3.747993376078298,2.5404231826175963,-0.08112385639605033,-0.06832033473942437
7,1.05,7.208040210000001,2.7759080365604567,1.7778107987867537,-0.090860436486431,-0.06362832715878734
8,1.1,7.551280220000001,1.873411564883266,1.160555668762699,-0.11978750330739182,-0.06051279204013415
9,1.15,7.8945202299999995,1.17896583033008,0.7194723914053045,-0.16746434850300088,-0.06857676179438314
10,1.2,8.23776024,0.7175842295992927,0.436188634761165,-0.2122159982590033,-0.1332004746233717
11,1.25,8.58100025,0.43534076554790846,0.265189032398932,-0.23444763515460598,-0.2911794891943384
12,1.3,8.924240260000001,0.2679986019923603,0.16412720303190523,-0.23381154041662203,-0.38386368912532975
13,1.35,9.267480270000002,0.16883626597505863,0.10412802943662354,-0.2188577628652062,-0.3924645085057614
14,1.4,9.61072028,0.10918115313923651,0.06787055436731117,-0.1970336506218705,-0.3580223120522963
15,1.45,9.95396029,0.07249271412420807,0.04544088311872494,-0.17297262069159075,-0.31344344483662384
16,1.5,10.2972003,0.04936985684630382,0.031211495234674917,-0.14927898885519414,-0.269257879188438
17,1.55,10.64044031,0.034432949361167836,0.021955813553818534,-0.12731831425504497,-0.22875159655471106
18,1.6,10.983680320000001,0.02455184608260865,0.01578956554454683,-0.10771495754304126,-0.19296728238954775
19,1.65,11.32692033,0.017866903958753254,0.011588148438058199,-0.09065164863709792,-0.16205760525085117
20,1.7000000000000002,11.670160340000002,0.013248491014706773,0.008664945395239515,-0.07605646729232003,-0.13576040055372182
21,1.75,12.013400350000001,0.009995044607522456,0.006591244604689111,-0.06372271392865246,-0.1136204954502173
22,1.8,12.35664036,0.007661420548983486,0.005093535705385382,-0.053385060417689895,-0.0951121175071204
23,1.85,12.69988037,0.005959357300808689,0.003993724539585797,-0.044765840362471346,-0.07970896636457189
24,1.9,13.04312038,0.004698563120662219,0.0031735978612316314,-0.0376010661146646,-0.06692209277075585
25,1.9500000000000002,13.386360390000002,0.0037511327402524573,0.0025532647700438355,-0.03165321337173454,-0.05631740198415312
26,2.0,13.7296004,0.0030296291854757145,0.0020778170176935823,-0.02671585356293739,-0.047520742452724
27,2.05,14.07284041,0.0024733272821531637,0.0017089182737688152,-0.022613623445486692,-0.04021598092896966
28,2.1,14.416080420000002,0.002039424589987777,0.0014194058798056746,-0.019199794975156254,-0.03413957251693907
29,2.1500000000000004,14.759320430000002,0.0016973307137273198,0.0011897673847750434,-0.016352827817799974,-0.02907377141491821
30,2.2,15.102560440000001,0.0014248973730800808,0.0010058040414942112,-0.013972694667616123,-0.024839702665120207
31,2.25,15.44580045,0.0012058921142762626,0.0008570581155622461,-0.011977393760714165,-0.021290923426091648
32,2.3,15.789040459999999,0.001028281331510181,0.0007357393278498042,-0.010299837058801088,-0.01830774542495159
33,2.35,16.13228047,0.0008830476891524147,0.0006359822441665554,-0.008885174263914181,-0.015792388232942017
34,2.4000000000000004,16.475520480000004,0.0007633653167452067,0.0005533261316134994,-0.007688544962784991,-0.013664927580346951
35,2.45,16.818760490000003,0.0006640176711306729,0.00048434631378070116,-0.00667321911120889,-0.011859954787842457
36,2.5,17.1620005,0.0005809820364967859,0.00042638997065306026,-0.005809074162395151,-0.010323847470830712
37,2.55,17.50524051,0.000511129798554088,0.0003773847854764152,-0.005071355960848555,-0.009012552685731524
38,2.6,17.848480520000003,0.00045200805018084494,0.00033569896270567424,-0.004439674539757297,-0.00788979269246944
39,2.6500000000000004,18.191720530000005,0.0004016789358332817,0.00030003785267015113,-0.0038971920747516006,-0.006925615505260399
40,2.7,18.534960540000004,0.00035860039661372894,0.00026936692177279427,-0.00342996680694113,-0.006095224753466398
41,2.75,18.878200550000003,0.000321536883662005,0.0002428538627074949,-0.003026422937284181,-0.005378034800386287
42,2.8,19.22144056,0.00028949196085412176,0.00021982473495197176,-0.002676921964691773,-0.004756907055856432
43,2.85,19.56468057,0.0002616570335564124,0.00019973047794792515,-0.002373415594424209,-0.004217531857438599
44,2.9000000000000004,19.907920580000003,0.00023737205512988616,0.00018212115540399703,-0.0021091642092970525,-0.003747927272047036
45,2.95,20.25116059,0.0002160951996474378,0.00016662600665921817,-0.0018785080575674806,-0.0033380318565407255
