Frame,Scale,a_length,CN cation,CN_an,D3s_Energy,D3_Energy,Bond Length (Å),D3S Energy (eV/f.u),D3 Energy (eV/f.u)
15,1.45,5.824996230999999,0.1051928373248662,0.1051928373248662,-0.0512938054646511,-0.0807654752989718,2.9124981154999996,-1.3951915086385098,-2.196820928132033
16,1.5,6.025858169999999,0.0707347692221081,0.0707347692221081,-0.0472857463377172,-0.0735958760352735,3.0129290849999997,-1.2861723003859078,-2.001807828159439
17,1.55,6.2267201089999995,0.0486947887529463,0.0486947887529463,-0.0428771996246728,-0.0659842241462876,3.1133600544999998,-1.1662598297911,-1.7947708967790228
18,1.6,6.427582048,0.0342735423813439,0.0342735423813439,-0.0383977870941645,-0.0584861675933305,3.213791024,-1.0444198089612744,-1.5908237585385896
19,1.65,6.628443986999999,0.0246266146827558,0.0246266146827558,-0.0340533143301385,-0.0513904369844115,3.3142219934999995,-0.9262501497797672,-1.3978198859759927
20,1.7000000000000002,6.829305926,0.0180365988189861,0.0180365988189861,-0.0299687675985048,-0.0448510243632111,3.414652963,-0.8151504786793305,-1.219947862679342
21,1.75,7.030167864999999,0.0134453356905695,0.0134453356905695,-0.0262140757819185,-0.0389397937730954,3.5150839324999996,-0.7130228612681832,-1.0591623906281948
22,1.8,7.231029803999999,0.0101873554619586,0.0101873554619586,-0.0228211944954547,-0.0336749052376333,3.6155149019999997,-0.6207364902763679,-0.9159574224636258
23,1.85,7.431891743,0.0078356951198012,0.0078356951198012,-0.0197961298511319,-0.0290395619019697,3.7159458715,-0.5384547319507876,-0.7898760837335758
24,1.9,7.632753681999999,0.0061111210324215,0.0061111210324215,-0.017127640664434,-0.0249953332276252,3.8163768409999994,-0.4658718260726048,-0.6798730637914054
25,1.95,7.833615621,0.0048276705933421,0.0048276705933421,-0.0147936147793017,-0.0214917060864582,3.9168078105,-0.40238632199700625,-0.5845744055516631
26,2.0,8.03447756,0.0038593615239034,0.0038593615239034,-0.012765747834994,-0.0184728117967304,4.01723878,-0.3472283411118368,-0.5024604808710669
27,2.05,8.235339498999998,0.0031194636325911,0.0031194636325911,-0.0110129338270564,-0.0158820123188003,4.117669749499999,-0.2995518000959341,-0.43199073507136815
28,2.1,8.436201438,0.0025473622715491,0.0025473622715491,-0.0095036482907526,-0.0136648731417991,4.218100719,-0.25849923350847076,-0.3716845494569355
29,2.1500000000000004,8.637063377,0.0021000914229335,0.0021000914229335,-0.0082075374870736,-0.0117709395722537,4.3185316885,-0.2232450196484019,-0.32016955636530064
30,2.2,8.837925316,0.0017467884289278,0.0017467884289278,-0.007096392454644,-0.0101546493034516,4.418962658,-0.1930218747663168,-0.2762064610538835
31,2.25,9.038787255,0.0014650067400708,0.0014650067400708,-0.0061446636853481,-0.0087756461361061,4.5193936275,-0.16713485224146832,-0.23869757490208593
32,2.3,9.239649193999998,0.0012382287450608,0.0012382287450608,-0.0053296496070452,-0.0075987010647769,4.619824596999999,-0.14496646931162943,-0.2066846689619317
33,2.35,9.440511133,0.0010541652281182,0.0010541652281182,-0.0046314675624364,-0.0065933956359475,4.7202555665,-0.12597591769827007,-0.17934036129777198
34,2.4000000000000004,9.641373072,0.000903577696444,0.000903577696444,-0.0040328911751142,-0.0057336788438006,4.820686536,-0.10969463996310624,-0.1559560645513763
35,2.45,9.842235011,0.0007794528895995,0.0007794528895995,-0.0035191152615788,-0.0049973734621917,4.9211175055,-0.09571993511494335,-0.13592855817161423
36,2.5,10.04309695,0.0006764174969632,0.0006764174969632,-0.0030774903753447,-0.0043656805412982,5.021548475,-0.08370773820937584,-0.11874651072331104
37,2.55,10.243958888999998,0.0005903186701698,0.0005903186701698,-0.0026972541978657,-0.0038227109947656,5.121979444499999,-0.07336531418194704,-0.10397773905762432
38,2.6,10.444820828,0.0005179202670585,0.0005179202670585,-0.0023692760852652,-0.0033550594879614,5.222410414,-0.06444430951921344,-0.09125761807255008
39,2.6500000000000004,10.645682767,0.0004566807497924,0.0004566807497924,-0.0020858235024744,-0.002951426818834,5.3228413835,-0.05673439926730368,-0.08027880947228479
40,2.7,10.846544706,0.0004045892822777,0.0004045892822777,-0.0018403540764577,-0.0026022913866736,5.423272353,-0.050057630879649435,-0.07078232571752191
41,2.75,11.047406645,0.0003600437118663,0.0003600437118663,-0.0016273338795332,-0.0022996271236457,5.5237033225,-0.04426348152330304,-0.06254985776316303
42,2.8,11.248268583999998,0.0003217589720794,0.0003217589720794,-0.0014420807377928,-0.002036663619527,5.624134291999999,-0.03922459606796416,-0.0553972504511344
43,2.85,11.449130523,0.0002886977745381,0.0002886977745381,-0.0012806304107108,-0.0018076835237354,5.7245652615,-0.03483314717133376,-0.049168991845602875
44,2.9000000000000004,11.649992462,0.0002600177686539,0.0002600177686539,-0.0011396230908091,-0.0016078522612819,5.824996231,-0.03099774807000752,-0.04373358150686768
45,2.95,11.850854401,0.0002350309651433,0.0002350309651433,-0.0010162076089939,-0.0014330753854538,5.9254272005,-0.02764084696463408,-0.03897965048434336
