Frame,Scale,a_length,CN_cat,CN_an,D3s_Energy,D3_Energy
0,0.7,1.945137642,2.0004544067594927,2.0002144063707616,-0.00955792235116012,-0.009727192421142677
1,0.75,2.0840760449999998,2.000060050689284,1.9999088796611149,-0.009404613187545595,-0.009634171721167017
2,0.8,2.2230144480000003,1.998993742305652,1.9988929547956606,-0.009246683748514235,-0.009440443011639701
3,0.85,2.361952851,1.9953287648663358,1.9952583618158761,-0.009114858630885942,-0.009285434198534635
4,0.9,2.500891254,1.9838131410686701,1.9837620210988107,-0.009010554242677628,-0.009164848296754746
5,0.95,2.639829657,1.95215298232088,1.9521146373828981,-0.008935564147573388,-0.00906607955596255
6,1.0,2.77876806,1.8766368738940302,1.8766073075247383,-0.008904044124525601,-0.008980151939348235
7,1.05,2.917706463,1.7235844464399466,1.7235611047727957,-0.008950594294872698,-0.008903009625820907
8,1.1,3.056644866,1.4698242231294256,1.4698054169702073,-0.009171520815771345,-0.008867253287457839
9,1.15,3.1955832689999997,1.138930846697455,1.138915424771074,-0.009876119254819514,-0.009048852500508095
10,1.2,3.3345216719999997,0.8032704898537488,0.8032576464961209,-0.011149703719728033,-0.011852904186048074
11,1.25,3.473460075,0.5290021297836183,0.5289912877046012,-0.01201862836540761,-0.013144665126026994
12,1.3,3.6123984780000002,0.3363162850798449,0.3363070218281158,-0.012246983901264242,-0.013019504634942145
13,1.35,3.7513368810000003,0.21203326513030302,0.2120252657529531,-0.012164790352220973,-0.012763803477663004
14,1.4,3.890275284,0.1347994904900106,0.13479251623916363,-0.011947264324898215,-0.012458686135919743
15,1.45,4.0292136869999995,0.0871757922036859,0.08716965935380074,-0.011657801211433541,-0.012118896583363948
16,1.5,4.1681520899999995,0.05756816322513266,0.05756272844285279,-0.01131914914954509,-0.011747100345514962
17,1.55,4.3070904930000005,0.038862191962355484,0.0388573420202929,-0.010939290504787508,-0.011342271254002905
18,1.6,4.4460288960000005,0.02681070487077193,0.026806349296119344,-0.010520732040400178,-0.010902510739950265
19,1.65,4.584967299,0.01888492119422379,0.018880986934581442,-0.010064474187296758,-0.010426539170781316
20,1.7000000000000002,4.723905702000001,0.01356489642372134,0.013561323921902062,-0.009572016824124771,-0.009914662174991448
21,1.75,4.862844105,0.009923032741606577,0.009919773009487884,-0.00904642655266193,-0.009369362350974422
22,1.8,5.001782508,0.0073830895222028485,0.007380101932950883,-0.008492799861252632,-0.00879552481662948
23,1.85,5.140720911,0.005580384015675106,0.005577634619292137,-0.007918252236930372,-0.008200293498353203
24,1.9,5.279659314,0.004279813202731526,0.0042772734274853395,-0.007331523504588943,-0.007592590561962361
25,1.9500000000000002,5.418597717000001,0.0033270667137252716,0.0033247123553462525,-0.006742309320509026,-0.006982383847710079
26,2.0,5.55753612,0.0026191085417827317,0.0026169189695338484,-0.0061604583665398754,-0.006379832332696026
27,2.05,5.696474522999999,0.0020860091436037697,0.00208396667141255,-0.005595184978589824,-0.005794457137357328
28,2.1,5.835412926,0.0016795715166718756,0.0016776609010559405,-0.005054425461759376,-0.005234466832091658
29,2.1500000000000004,5.974351329000001,0.0013660915200951905,0.0013642995563323814,-0.004544418233343219,-0.00470631778640572
30,2.2,6.113289732,0.0011216755298560322,0.0011199907249010272,-0.004069529742543062,-0.00421453100378252
31,2.25,6.252228135,0.0009291655015011408,0.0009275778073161629,-0.003632297990566218,-0.003761735502861814
32,2.3,6.391166537999999,0.0007760900811060124,0.0007745906758944229,-0.003233634885975719,-0.0033488769245789726
33,2.35,6.530104941,0.0006532804296813693,0.000651861537364442,-0.0028731196287012798,-0.002975520855581586
34,2.4000000000000004,6.669043344000001,0.0005539227987018311,0.0005525775391250055,-0.0025493227074520584,-0.0026401881193697917
35,2.45,6.807981747,0.0004729019588052901,0.0004716242227882392,-0.0022601160885039693,-0.00234067591707924
36,2.5,6.94692015,0.0004063408143589063,0.0004051251589481504,-0.0020029428521716533,-0.0020743370515926935
37,2.55,7.085858553,0.00035127396733972306,0.0003501155275805603,-0.0017750345670255025,-0.0018383050662336491
38,2.6,7.2247969560000005,0.00030541379997761875,0.0003043082142647885,-0.001573575344897347,-0.0016296641797684938
39,2.6500000000000004,7.3637353590000005,0.0002669811655403537,0.00026592451218622297,-0.0013958178396242496,-0.0014455694556064452
40,2.7,7.502673762000001,0.00023458167005284425,0.0002335704131667702,-0.001239159359019918,-0.001283325659764376
41,2.75,7.641612165,0.0002071144465119685,0.0002061453896436875,-0.0011011868804719476,-0.0011404339089015982
42,2.8,7.780550568,0.00018370430637495045,0.00018277455266006807,-0.000979699076290731,-0.0010146145030199274
43,2.85,7.919488971,0.00016365086239932764,0.00016275778017275322,-0.0008727121757075437,-0.0009038130135262882
44,2.9000000000000004,8.058427374,0.000146390078540363,0.00014553127156630591,-0.0007784550635382922,-0.0008061952199699019
45,2.95,8.197365777,0.00013146499426029137,0.00013063827587484435,-0.0006953576849288325,-0.0007201351107965085
